arxiv_id	first_date	first_file	appearances	title
2602.05859	2026-07-01	reports/daily/2026-07-01.md	2	DLM-Scope: Mechanistic Interpretability of Diffusion Language Models via Sparse Autoencoders
2602.16823	2026-07-01	reports/daily/2026-07-01.md	2	Formal Mechanistic Interpretability: Automated Circuit Discovery with Provable Guarantees
2603.23268	2026-07-01	reports/daily/2026-07-01.md	2	SafeSeek: Universal Attribution of Safety Circuits in Language Models
2605.10971	2026-07-01	reports/daily/2026-07-01.md	1	Steering Without Breaking: Mechanistically Informed Interventions for Discrete Diffusion Language Models
2606.16939	2026-07-01	reports/daily/2026-07-01.md	2	Scalable Circuit Learning for Interpreting Large Language Models
2606.20560	2026-07-01	reports/daily/2026-07-01.md	2	How Transparent is DiffusionGemma?
2606.24716	2026-07-01	reports/daily/2026-07-01.md	2	Evaluating the Interpretability of Sparse Autoencoders with Concept Annotations
2606.25331	2026-07-01	reports/daily/2026-07-01.md	2	Improved Large Language Diffusion Models (iLLaDA)
2606.28153	2026-07-01	reports/daily/2026-07-01.md	2	Robust Harmful Features Under Jailbreak Attacks: Mechanistic Evidence from Attention Head Specialization
2606.30783	2026-07-01	reports/daily/2026-07-01.md	2	Security–Fidelity Tradeoffs: No Universal Defense Against Prompt Injection
2510.02917	2026-07-02	reports/daily/2026-07-02.md	2	Mechanistic Interpretability of Code Correctness in LLMs via Sparse Autoencoders
2605.03378	2026-07-02	reports/daily/2026-07-02.md	1	ARGUS: Defending LLM Agents Against Context-Aware Prompt Injection
2606.04027	2026-07-02	reports/daily/2026-07-02.md	2	MaskForge: Structure-Aware Adaptive Attacks for Jailbreaking Diffusion Large Language Models
2606.06333	2026-07-02	reports/daily/2026-07-02.md	2	Subspace-Aware Sparse Autoencoders (SASA) for Effective Mechanistic Interpretability
2606.12138	2026-07-02	reports/daily/2026-07-02.md	1	Unstable Features, Reproducible Subspaces: Understanding Seed Dependence in Sparse Autoencoders
2606.19946	2026-07-02	reports/daily/2026-07-02.md	1	GEMS: Geometric Constraints Enable Multi-Semantic Superposition in LLMs
2606.22673	2026-07-02	reports/daily/2026-07-02.md	2	AgentLens: Interpretable Safety Steering via Mechanistic Subspaces for Multi-Turn Coding Agents
2606.24026	2026-07-02	reports/daily/2026-07-02.md	1	Can Language Model Agents be Helpful Circuit Explainers in Mechanistic Interpretability?
2606.26620	2026-07-02	reports/daily/2026-07-02.md	1	Discovering Millions of Interpretable Features with Sparse Autoencoders (Qwen3-Instruct SAE)
2603.14278	2026-07-03	reports/daily/2026-07-03.md	1	Activation Surgery: Jailbreaking White-box LLMs without Touching the Prompt
2605.19262	2026-07-03	reports/daily/2026-07-03.md	2	Backdooring Masked Diffusion Language Models
2606.09701	2026-07-03	reports/daily/2026-07-03.md	1	Learning to Attack and Defend: Adaptive Red Teaming of Language Models via GRPO (AdvGRPO)
2606.10525	2026-07-03	reports/daily/2026-07-03.md	1	Assessing Automated Prompt Injection Attacks in Agentic Environments
2606.12232	2026-07-03	reports/daily/2026-07-03.md	1	Re-evaluating Confidence Remasking in Masked Diffusion Language Models
2606.15441	2026-07-03	reports/daily/2026-07-03.md	1	Defending against Adaptive Prompt Injection Attacks via Reasoning-enabled Task Alignment (RETA)
2606.15796	2026-07-03	reports/daily/2026-07-03.md	1	DifFRACT: Diffusion Feature Reconstruction and Attribution for Circuit Tracing
2606.17999	2026-07-03	reports/daily/2026-07-03.md	1	VoidPadding: Let [VOID] Handle Padding in Masked Diffusion Language Models so that [EOS] Can Focus on Semantic Termination
2607.01208	2026-07-03	reports/daily/2026-07-03.md	1	Distill to Detect: Exposing Stealth Biases in LLMs through Cartridge Distillation
2607.02396	2026-07-03	reports/daily/2026-07-03.md	1	Fast Multi-dimensional Refusal Subspaces via RFM-AGOP
2605.26343	2026-07-04	reports/daily/2026-07-04.md	1	MechRL: Reinforcement Learning Agents Perform Circuit Discovery for Mechanistic Interpretability
2606.07007	2026-07-04	reports/daily/2026-07-04.md	1	A Geometric View for Understanding Concept Learning and Neuron Interpretation in Sparse Autoencoders
2606.08496	2026-07-04	reports/daily/2026-07-04.md	1	SAEExplainer: Interpreting SAE Features with Activation-Guided Preference Optimization
2606.10080	2026-07-04	reports/daily/2026-07-04.md	1	VFUSE: Virulent Feature Understanding with Sparse AutoEncoders
2607.00397	2026-07-04	reports/daily/2026-07-04.md	1	NeuroCogMap Reveals Cognitive Organization of Large Language Models
2607.00481	2026-07-04	reports/daily/2026-07-04.md	1	Beyond the Prompt: Jailbreaking Function-Calling LLMs via Simulated Moderation Traces
2607.01047	2026-07-04	reports/daily/2026-07-04.md	1	Conversable Complexity: Agentic LLM Collectives as Interpretable Substrates
2607.01153	2026-07-04	reports/daily/2026-07-04.md	1	Adversarial Pragmatics for AI Safety Evaluation: A Benchmark for Instruction Conflict, Embedded Commands, and Policy Ambiguity
2607.02389	2026-07-04	reports/daily/2026-07-04.md	1	Steerability via Constraints: A Substrate for Scalable Oversight of Coding Agents
2607.02494	2026-07-04	reports/daily/2026-07-04.md	1	Towards Robustness against Typographic Attack with Training-free Concept Localization
2605.18253	2026-07-05	reports/daily/2026-07-05.md	2	Machine Unlearning for Masked Diffusion Language Models
2605.31245	2026-07-05	reports/daily/2026-07-05.md	1	Toward Identifiable Sparse Autoencoders
2512.23260	2026-07-06	reports/weekly/2026-W28.md	1	Interpretable Safety Alignment via SAE-Constructed Low-Rank Subspace Adaptation (SAILS)
2507.08802	2026-07-07	reports/daily/2026-07-07.md	2	The Non-Linear Representation Dilemma: Is Causal Abstraction Enough for Mechanistic Interpretability?
2507.11097	2026-07-07	reports/daily/2026-07-07.md	2	The Devil behind the mask: An emergent safety vulnerability of Diffusion LLMs (DIJA)
2507.19227	2026-07-07	reports/daily/2026-07-07.md	2	Jailbreaking Large Language Diffusion Models: Revealing Hidden Safety Flaws in Diffusion-Based Text Generation (PAD)
2602.00388	2026-07-07	reports/daily/2026-07-07.md	1	A Fragile Guardrail: Diffusion LLM's Safety Blessing and Its Failure Mode
2602.02600	2026-07-07	reports/daily/2026-07-07.md	1	Step-Wise Refusal Dynamics in Autoregressive and Diffusion Language Models
2602.11495	2026-07-07	reports/daily/2026-07-07.md	1	Jailbreaking Leaves a Trace: Understanding and Detecting Jailbreak Attacks from Internal Representations
2604.20945	2026-07-07	reports/daily/2026-07-07.md	2	Breaking Bad: Interpretability-Based Safety Audits of State-of-the-Art LLMs
2604.23130	2026-07-07	reports/daily/2026-07-07.md	1	Mechanistic Steering of LLMs Reveals Layer-wise Feature Vulnerabilities in Adversarial Settings
2605.13043	2026-07-07	reports/daily/2026-07-07.md	1	Adaptive Steering and Remasking for Safe Generation in Diffusion Language Models
2607.01793	2026-07-07	reports/daily/2026-07-07.md	1	Safety Testing LLM Agents at Scale: From Risk Discovery to Evidence-Grounded Verification
2511.05797	2026-07-08	reports/daily/2026-07-08.md	2	When AI Meets the Web: Prompt Injection Risks in Third-Party AI Chatbot Plugins
2601.21996	2026-07-08	reports/daily/2026-07-08.md	2	Mechanistic Data Attribution: Tracing the Training Origins of Interpretable LLM Units
2605.15737	2026-07-08	reports/daily/2026-07-08.md	1	BARRIER: Bounded Activation Regions for Robust Information Erasure
2606.06267	2026-07-08	reports/daily/2026-07-08.md	1	Many Circuits, One Mechanism: Input Variation and Evaluation Granularity in Circuit Discovery
2606.11998	2026-07-08	reports/daily/2026-07-08.md	2	Bootstrapped Monitoring: Leveraging Transparent Reasoning to Oversee Stronger AI Agents
2606.19594	2026-07-08	reports/daily/2026-07-08.md	1	Unsupervised Causal Abstractions Discovery
2606.26479	2026-07-08	reports/daily/2026-07-08.md	2	Adaptive Evaluation of Out-of-Band Defenses Against Prompt Injection in LLM Agents
2607.00267	2026-07-08	reports/daily/2026-07-08.md	1	Validating Causal Abstraction Metrics on Simulated Complex Systems
2607.05029	2026-07-08	reports/daily/2026-07-08.md	1	Your Agent's Memories Are Not Its Own: Forged Reasoning Attacks on LLM Agent Memory and Defenses
2607.05120	2026-07-08	reports/daily/2026-07-08.md	1	Agent Data Injection Attacks are Realistic Threats to AI Agents
2606.17168	2026-07-09	reports/daily/2026-07-09.md	1	RepSelect: Robust LLM Unlearning via Representation Selectivity
2605.00842	2026-07-10	reports/daily/2026-07-10.md	2	Understanding Emergent Misalignment via Feature Superposition Geometry
2605.03228	2026-07-10	reports/daily/2026-07-10.md	1	MAGE: Safeguarding LLM Agents against Long-Horizon Threats via Shadow Memory
2605.08934	2026-07-10	reports/daily/2026-07-10.md	2	From Mechanistic to Compositional Interpretability
2605.17634	2026-07-10	reports/daily/2026-07-10.md	2	AI Agents May Always Fall for Prompt Injections
2606.00023	2026-07-10	reports/daily/2026-07-10.md	2	TrustLDM: Benchmarking Trustworthiness in Language Diffusion Models
2606.07335	2026-07-10	reports/daily/2026-07-10.md	2	Defending Jailbreak Attacks on Large Language Models via Manifold Trajectory Kinetics
2606.08292	2026-07-10	reports/daily/2026-07-10.md	1	Ablation-Reversible Heads Don't Transfer: A Stress Test for Mechanistic Role Claims in Transformers
2506.09047	2026-07-11	reports/daily/2026-07-11.md	2	Same Task, Different Circuits: Disentangling Modality-Specific Mechanisms in VLMs
2506.18141	2026-07-11	reports/daily/2026-07-11.md	1	Sparse Feature Coactivation Reveals Causal Semantic Modules in Large Language Models
2605.02812	2026-07-11	reports/daily/2026-07-11.md	1	Autonomous LLM Agent Worms: Cross-Platform Propagation, Automated Discovery and Temporal Re-Entry Defense
2605.24614	2026-07-11	reports/daily/2026-07-11.md	1	Measuring the Depth of LLM Unlearning via Activation Patching
2605.28388	2026-07-11	reports/daily/2026-07-11.md	1	Mechanistically Interpreting the Role of Sample Difficulty in RLVR for LLMs
2606.05378	2026-07-11	reports/daily/2026-07-11.md	1	Pattern Selectivity is Not Task-Causal Structure: A Cross-Architecture Mechanistic Study of Composed-Task Circuits in 1B-Class Language Models
2606.14517	2026-07-11	reports/daily/2026-07-11.md	1	From Shield to Target: Denial-of-Service Attacks on LLM-Based Agent Guardrails
2607.05722	2026-07-11	reports/daily/2026-07-11.md	2	Nemotron-Labs-Diffusion: A Tri-Mode Language Model Unifying Autoregressive, Diffusion, and Self-Speculation Decoding
2607.07003	2026-07-11	reports/daily/2026-07-11.md	1	Dissociating the Internal Representations of Sycophancy in LLMs
2412.05232	2026-07-12	reports/daily/2026-07-12.md	1	Jailbreaks as Inference-Time Alignment: A Framework for Understanding Safety Failures in LLMs
2507.04365	2026-07-12	reports/daily/2026-07-12.md	1	Attention Slipping: A Mechanistic Understanding of Jailbreak Attacks and Defenses in LLMs
2507.05248	2026-07-12	reports/daily/2026-07-12.md	1	Response Attack: Exploiting Contextual Priming to Jailbreak Large Language Models
2507.08473	2026-07-12	reports/daily/2026-07-12.md	1	Evaluating SAE Interpretability without Explanations
2507.22171	2026-07-12	reports/daily/2026-07-12.md	1	Enhancing Jailbreak Attacks on LLMs via Persona Prompts
2509.01631	2026-07-12	reports/daily/2026-07-12.md	1	Unraveling LLM Jailbreaks Through Safety Knowledge Neurons
2603.08234	2026-07-12	reports/daily/2026-07-12.md	1	The Struggle Between Continuation and Refusal: A Mechanistic Analysis of the Continuation-Triggered Jailbreak in LLMs
2605.22902	2026-07-12	reports/daily/2026-07-12.md	1	Transcoders Trace Visual Grounding and Hallucinations in Vision-Language Models
2606.19755	2026-07-12	reports/daily/2026-07-12.md	1	SafeSpec: Fast and Safe LLM via Dynamic Reflective Sampling
2607.07903	2026-07-12	reports/daily/2026-07-12.md	2	Mechanistic Interpretability of LLM Jailbreaks via Internal Attribution Graphs
2505.16004	2026-07-14	reports/daily/2026-07-14.md	1	Evaluating Adversarial Robustness of Concept Representations in Sparse Autoencoders
2506.04250	2026-07-14	reports/daily/2026-07-14.md	1	SafeSteer: Interpretable Safety Steering with Refusal-Evasion in LLMs
2508.16325	2026-07-14	reports/daily/2026-07-14.md	1	ConceptGuard: Neuro-Symbolic Safety Guardrails via Sparse Interpretable Jailbreak Concepts
2509.25843	2026-07-14	reports/daily/2026-07-14.md	1	ASGuard: Activation-Scaling Guard to Mitigate Targeted Jailbreaking Attacks
2512.06655	2026-07-14	reports/daily/2026-07-14.md	1	GSAE: Graph-Regularized Sparse Autoencoders for Robust LLM Safety Steering
2604.08524	2026-07-14	reports/daily/2026-07-14.md	1	What Drives Representation Steering? A Mechanistic Case Study on Steering Refusal
2604.10326	2026-07-14	reports/daily/2026-07-14.md	1	Jailbreaking the Matrix: Nullspace Steering for Controlled Model Subversion
2605.18229	2026-07-14	reports/daily/2026-07-14.md	1	Are Sparse Autoencoder Benchmarks Reliable?
2606.06529	2026-07-14	reports/daily/2026-07-14.md	1	Attack Selection in Agentic AI Control Evaluations Meaningfully Decreases Safety
2606.26396	2026-07-14	reports/daily/2026-07-14.md	1	At the Edge of Understanding: Sparse Autoencoders Trace The Limits of Transformer Generalization
2505.19223	2026-07-15	reports/daily/2026-07-15.md	1	LLaDA 1.5: Variance-Reduced Preference Optimization for Large Language Diffusion Models
2507.11473	2026-07-15	reports/daily/2026-07-15.md	1	Chain of Thought Monitorability: A New and Fragile Opportunity for AI Safety
2602.19215	2026-07-15	reports/daily/2026-07-15.md	1	Understanding Empirical Unlearning with Combinatorial Interpretability
2605.16023	2026-07-15	reports/daily/2026-07-15.md	1	Judge Circuits
2606.27510	2026-07-15	reports/daily/2026-07-15.md	1	The Curse of Multiple Mediators: Hidden Interaction Effects in Activation Patching
2607.03236	2026-07-15	reports/daily/2026-07-15.md	1	TACG: Trajectory-Aware Commit Gating for Diffusion Language Model Decoding
2607.04206	2026-07-15	reports/daily/2026-07-15.md	2	Sangam: Efficiently Serving Diffusion LLMs with the AR Stack
2607.07316	2026-07-15	reports/daily/2026-07-15.md	1	Mechanistic Interpretability for Neural Networks: Circuits, Sparse Features and Symbolic Reasoning
2605.21392	2026-07-16	reports/daily/2026-07-16.md	1	VIPER-MCP: Detecting and Exploiting Taint-Style Vulnerabilities in Model Context Protocol Servers
2607.01774	2026-07-16	reports/daily/2026-07-16.md	1	Subliminal Clocks: Latent Time Modelling in Diffusion Language Models
2607.07066	2026-07-16	reports/daily/2026-07-16.md	1	Multiplication Beyond Groups: Stratified Fourier Mechanisms in Transformer Circuits
2607.07461	2026-07-16	reports/daily/2026-07-16.md	1	Mitigating Taint-Style Vulnerabilities in MCP Servers via Security-Aware Tool Descriptions (SPELLSMITH)
2607.08605	2026-07-16	reports/daily/2026-07-16.md	1	When Structured Sparse Autoencoders Learn Consistent Concepts Across Modalities
2607.11698	2026-07-16	reports/daily/2026-07-16.md	1	Agent Hacks Agent: Autoresearch for Production-Agent Red-Teaming
2607.12829	2026-07-16	reports/daily/2026-07-16.md	1	Accelerating Masked Diffusion Large Language Models: A Survey of Efficient Inference Techniques
2606.08365	2026-07-17	reports/daily/2026-07-17.md	1	Pre-Intervention Prediction of Sparse Autoencoder Steering Side Effects
2607.02514	2026-07-17	reports/daily/2026-07-17.md	2	Distributed Attacks in Persistent-State AI Control
2607.05355	2026-07-17	reports/daily/2026-07-17.md	1	Faithfulness to Refusal: A Causal Audit of Neuron Selectors
2607.06596	2026-07-17	reports/daily/2026-07-17.md	2	Calibration-Family Overfit: Why Trusted Sabotage Monitors Don't Transfer Across Lineages
2607.07368	2026-07-17	reports/daily/2026-07-17.md	2	Multi-Agent AI Control: Distributed Attacks Hamper Per-Instance Monitors
2607.08056	2026-07-17	reports/daily/2026-07-17.md	1	Reinforcing the Generation Order of Multimodal Masked Diffusion Models
2607.08400	2026-07-17	reports/daily/2026-07-17.md	1	TRACE: A Two-Channel Robust Attribution Watermark via Complementary Embeddings for LLM-Agent Trajectories
2607.11475	2026-07-17	reports/daily/2026-07-17.md	1	HyperSafe: Inference-Time Safety Recovery for Fine-Tuned Language Models
2607.13346	2026-07-17	reports/daily/2026-07-17.md	2	The Refusal Residue: When Probes Catch Alignment Faking and When They Don't
2607.13899	2026-07-17	reports/daily/2026-07-17.md	1	AIMO Interpretability Challenge
2507.16795	2026-07-18	reports/daily/2026-07-18.md	1	Steering Out-of-Distribution Generalization with Concept Ablation Fine-Tuning
2507.20333	2026-07-18	reports/daily/2026-07-18.md	1	The Blessing and Curse of Dimensionality in Safety Alignment
2605.17413	2026-07-18	reports/daily/2026-07-18.md	1	Ablating Safety: Mechanisms for Removing Alignment in Language Models for Security Applications
2606.22357	2026-07-18	reports/daily/2026-07-18.md	1	ORBIT: Training-Free Multi-Attribute Behavioral Steering via Orthogonal Subspace Rotation
2607.00572	2026-07-18	reports/daily/2026-07-18.md	1	HARC: Coupling Harmfulness and Refusal Directions for Robust Safety Alignment
2607.07474	2026-07-18	reports/daily/2026-07-18.md	1	Beyond Attack-Success Rate: Action-Graded Severity Scale for Tool-Using AI Agents
2607.07774	2026-07-18	reports/daily/2026-07-18.md	2	ScopeJudge: Cost-Aware Pre-Execution Gating for Offensive Security Agents
2607.14943	2026-07-18	reports/daily/2026-07-18.md	1	Steering Robustness into World Action Models via Mechanistic Interpretability and Optimal Control
2607.15143	2026-07-18	reports/daily/2026-07-18.md	1	Setup Complete, Now You Are Compromised: Weaponizing Setup Instructions Against AI Coding Agents
2607.15263	2026-07-18	reports/daily/2026-07-18.md	1	Beyond Success Rate: Cost-Aware Evaluation of Offensive and Defensive Security Agents
2505.20254	2026-07-19	reports/daily/2026-07-19.md	1	Mechanistic Interpretability Should Prioritize Feature Consistency in SAEs
2508.13650	2026-07-19	reports/daily/2026-07-19.md	1	CRISP: Persistent Concept Unlearning via Sparse Autoencoders
2510.18165	2026-07-19	reports/daily/2026-07-19.md	1	Saber: Efficient Sampling with Adaptive Acceleration and Backtracking Enhanced Remasking for Diffusion Language Model in Code Generation
2601.03005	2026-07-19	reports/daily/2026-07-19.md	1	JPU: Bridging Jailbreak Defense and Unlearning via On-Policy Path Rectification
2607.07097	2026-07-19	reports/daily/2026-07-19.md	1	Operational Reframing and Approval-Framed Delegation in Multi-Agent LLM Safety
2607.08147	2026-07-19	reports/daily/2026-07-19.md	1	Prismata: Confining Cross-Site Prompt Injection in Web Agents
2505.04842	2026-07-20	reports/weekly/2026-W30.md	1	LLaDA: Large Language Diffusion with Masking Alignment via VRPO
2506.02185	2026-07-20	reports/weekly/2026-W30.md	1	CRISP: Concept Removal via Iterative Sparse-autoencoder-based Pruning
2506.17071	2026-07-20	reports/weekly/2026-W30.md	1	Harvesting the Nullspace: Mechanistic Interpretability-Based Jailbreaks
2506.17831	2026-07-20	reports/weekly/2026-W30.md	1	Breaking Bad: Evaluating Activation Steering on Frontier LLMs
2506.18642	2026-07-20	reports/weekly/2026-W30.md	1	Feature Consistency as a Safety Metric for Sparse Autoencoders
